account_alias,date_trunc,net,a_reg_week,a_reg_status,n_regs,improper_format,probable_duplicate,approx_alexa
f1,2016-09-27,39.177.160.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-10-23,39.177.166.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-09-26,39.177.166.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-09-28,39.177.166.0/24,2015-03-02,email-clicked,1,f,f,18000
h1,2015-12-03,39.32.204.0/24,2015-11-23,email-clicked,1,f,f,17000
g1,2016-02-04,39.36.77.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-14,39.42.55.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-16,39.50.147.0/24,2015-03-02,unconfirmed,1,f,f,17000
i1,2017-01-28,41.102.195.0/24,2015-02-23,unconfirmed,1,f,f,7000
g2,2017-01-13,41.104.24.0/24,2015-03-02,unconfirmed,1,f,f,17000
g2,2017-01-06,41.104.97.0/24,2015-03-02,unconfirmed,1,f,f,17000
g2,2016-12-30,41.107.138.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-09-16,41.107.24.0/24,2015-02-16,unconfirmed,1,f,f,7000
d3,2017-01-12,41.107.6.0/24,2015-12-07,email-clicked,1,f,f,20000
g2,2017-01-26,41.108.181.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-03-20,41.130.124.0/24,2015-02-16,unconfirmed,1,f,f,7000
i2,2016-03-20,41.130.124.0/24,2015-02-16,unconfirmed,1,f,f,7000
h2,2016-06-27,41.130.35.0/24,2016-05-16,manual,1,f,f,17000
m2,2016-08-31,41.133.111.0/24,2015-03-02,email-clicked,1,f,f,19500
h2,2016-07-09,41.140.148.0/24,2016-05-16,manual,1,f,f,17000
g1,2016-12-31,41.160.45.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2016-12-31,41.160.45.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2016-12-31,41.160.45.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-09-08,41.202.174.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-14,41.249.220.0/24,2015-03-02,unconfirmed,1,f,f,17000
i1,2017-01-03,41.252.102.0/24,2015-02-23,unconfirmed,1,f,f,7000
d3,2017-01-18,41.35.80.0/24,2015-12-07,email-clicked,1,f,f,20000
j2,2016-04-19,41.40.126.0/24,2015-03-02,unconfirmed,1,f,f,20000
g1,2017-01-20,41.43.74.0/24,2015-03-02,unconfirmed,1,f,f,17000
r1,2016-10-30,41.45.8.0/24,2015-03-02,email-clicked,2,f,f,22000
g2,2017-01-02,41.57.140.0/24,2015-03-02,unconfirmed,1,f,f,17000
o1,2016-05-26,41.69.12.0/24,2015-03-02,possible,2,f,f,17500
i2,2016-09-17,41.69.47.0/24,2015-02-16,unconfirmed,1,f,f,7000
m1,2017-01-12,41.76.122.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2016-12-04,41.96.103.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-22,41.96.57.0/24,2015-03-02,email-clicked,1,f,f,19500
h2,2016-06-27,42.112.91.0/24,2016-05-16,manual,1,f,f,17000
g2,2016-03-26,42.113.156.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-09-07,42.113.196.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2016-02-04,42.113.50.0/24,2015-03-02,unconfirmed,1,f,f,17000
h2,2016-06-26,42.114.183.0/24,2016-05-16,manual,1,f,f,17000
g1,2016-02-04,42.114.251.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-07-06,42.117.24.0/24,2015-03-02,email-clicked,1,f,f,19500
i2,2016-09-06,42.118.117.0/24,2015-02-16,unconfirmed,1,f,f,7000
b1,2016-06-12,42.118.59.0/24,2015-03-02,unconfirmed,1,f,f,8000
g1,2016-02-04,42.119.212.0/24,2015-03-02,unconfirmed,1,f,f,17000
i1,2017-01-27,42.230.163.0/24,2015-02-23,unconfirmed,1,f,f,7000
p1,2016-08-24,42.249.247.0/24,2015-02-23,possible,2,f,f,1000
f1,2016-06-22,42.48.77.0/24,2015-03-02,email-clicked,1,f,f,18000
n1,2016-07-01,42.48.87.0/24,2015-03-02,unconfirmed,1,f,f,11000
g1,2016-02-04,45.121.190.0/24,2015-03-02,unconfirmed,1,f,f,17000
h1,2016-07-08,45.121.30.0/24,2015-11-23,email-clicked,1,f,f,17000
g2,2016-11-20,45.244.9.0/24,2015-03-02,unconfirmed,1,f,f,17000
g2,2016-11-20,45.244.9.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-16,45.32.64.0/24,2015-03-02,email-clicked,1,f,f,19500
n1,2016-08-26,45.34.90.0/24,2015-03-02,unconfirmed,1,f,f,11000
m2,2016-08-26,45.55.244.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-27,45.55.244.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-27,45.55.244.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-04,45.55.244.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-05,45.55.244.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-04,45.79.216.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2016-05-30,46.119.87.0/24,2015-03-02,email-clicked,1,f,f,19500
d3,2017-01-17,46.147.152.0/24,2015-12-07,email-clicked,1,f,f,20000
r1,2017-01-02,46.148.20.0/24,2015-03-02,email-clicked,2,f,f,22000
r2,2017-01-02,46.148.20.0/24,2016-01-18,email-clicked,2,f,f,22000
g2,2016-07-13,46.148.30.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-21,46.158.62.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2016-08-25,46.161.62.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-08-25,46.161.62.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-08-25,46.161.62.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-21,46.161.63.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-05-30,46.164.154.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2017-01-04,46.183.223.0/24,2015-03-02,unconfirmed,1,f,f,17000
g2,2017-01-11,46.183.223.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-22,46.200.228.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-22,46.227.25.0/24,2015-03-02,unconfirmed,1,f,f,17000
d3,2017-01-13,46.233.192.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-02,46.233.196.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-17,46.233.208.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-16,46.233.225.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-17,46.233.234.0/24,2015-12-07,email-clicked,1,f,f,20000
g2,2016-12-02,46.250.25.0/24,2015-03-02,unconfirmed,1,f,f,17000
c1,2016-11-16,46.30.164.0/24,2015-02-23,unconfirmed,1,f,f,5000
r1,2016-10-16,46.32.123.0/24,2015-03-02,email-clicked,2,f,f,22000
m1,2016-08-05,46.35.247.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2017-01-13,46.39.78.0/24,2015-03-02,unconfirmed,1,f,f,17000
d3,2017-01-12,46.52.155.0/24,2015-12-07,email-clicked,1,f,f,20000
g1,2017-01-22,46.53.181.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-19,46.61.242.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-14,46.72.195.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-14,46.72.195.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-15,46.72.195.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-21,46.72.195.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-13,46.72.217.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,46.72.217.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-17,46.73.31.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-17,46.73.31.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-16,47.88.136.0/24,2015-03-02,email-clicked,1,f,f,19500
j1,2016-04-09,47.88.15.0/24,2015-03-02,unconfirmed,1,f,f,20000
f1,2016-11-22,47.88.241.0/24,2015-03-02,email-clicked,1,f,f,18000
g1,2016-02-04,49.146.10.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-02-10,49.158.16.0/24,2015-02-16,unconfirmed,1,f,f,7000
i2,2016-02-10,49.158.16.0/24,2015-02-16,unconfirmed,1,f,f,7000
r1,2016-10-29,49.206.3.0/24,2015-03-02,email-clicked,2,f,f,22000
d2,2015-09-15,49.229.72.0/24,2015-03-02,email-clicked,1,f,f,20000
h1,2016-09-15,49.32.44.0/24,2015-11-23,email-clicked,1,f,f,17000
m2,2016-08-04,49.48.242.0/24,2015-03-02,email-clicked,1,f,f,19500
l1,2016-10-26,49.68.43.0/24,2015-03-02,unconfirmed,1,f,f,10500
f1,2016-11-11,49.81.10.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-12-08,49.82.176.0/24,2015-03-02,email-clicked,1,f,f,18000
r2,2017-01-25,50.135.67.0/24,2016-01-18,email-clicked,2,f,f,22000
q2,2016-12-27,50.157.96.0/24,2015-03-02,unconfirmed,1,f,f,21500
r2,2017-01-22,50.26.49.0/24,2016-01-18,email-clicked,2,f,f,22000
g1,2017-01-19,50.30.165.0/24,2015-03-02,unconfirmed,1,f,f,17000
b1,2016-05-31,50.56.58.0/24,2015-03-02,unconfirmed,1,f,f,8000
d2,2015-10-05,50.62.176.0/24,2015-03-02,email-clicked,1,f,f,20000
m2,2016-08-13,50.63.138.0/24,2015-03-02,email-clicked,1,f,f,19500
q2,2016-10-24,50.63.147.0/24,2015-03-02,unconfirmed,1,f,f,21500
r2,2016-11-01,50.63.196.0/24,2016-01-18,email-clicked,2,f,f,22000
f1,2016-11-22,50.89.246.0/24,2015-03-02,email-clicked,1,f,f,18000
g1,2016-02-04,5.110.42.0/24,2015-03-02,unconfirmed,1,f,f,17000
j2,2016-04-04,51.179.14.0/24,2015-03-02,unconfirmed,1,f,f,20000
j2,2016-08-16,5.139.249.0/24,2015-03-02,unconfirmed,1,f,f,20000
m1,2016-09-24,5.141.108.0/24,2015-03-02,email-clicked,1,f,f,19500
s1,2016-11-26,5.141.163.0/24,2015-02-23,unconfirmed,1,f,f,6000
m1,2016-05-30,5.141.225.0/24,2015-03-02,email-clicked,1,f,f,19500
h1,2016-09-14,5.15.130.0/24,2015-11-23,email-clicked,1,f,f,17000
d3,2017-01-13,5.15.211.0/24,2015-12-07,email-clicked,1,f,f,20000
m2,2016-08-13,5.166.68.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,5.166.68.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,5.166.68.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-14,5.166.68.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-01,5.189.200.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-28,52.119.18.0/24,2015-03-02,email-clicked,1,f,f,19500
d2,2016-08-09,52.129.52.0/24,2015-03-02,email-clicked,1,f,f,20000
m2,2016-08-23,5.2.141.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-23,5.2.141.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-14,5.2.203.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-17,52.24.37.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-17,52.24.37.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-05,5.228.238.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-05,5.228.238.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-15,52.35.173.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-15,52.35.173.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,52.35.173.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,52.35.173.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-23,52.35.173.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-23,52.35.173.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,54.149.182.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,54.186.33.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-06-01,54.194.126.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-12-02,54.209.234.0/24,2015-03-02,email-clicked,1,f,f,19500
h1,2016-09-01,5.42.196.0/24,2015-11-23,email-clicked,1,f,f,17000
b1,2016-01-10,54.251.61.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2016-01-10,54.251.61.0/24,2015-03-02,unconfirmed,1,f,f,8000
m2,2016-08-10,5.44.115.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-17,5.44.120.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2015-10-23,5.44.169.0/24,2015-03-02,unconfirmed,1,f,f,17000
c1,2016-01-23,5.58.41.0/24,2015-02-23,unconfirmed,1,f,f,5000
c1,2016-01-28,5.58.41.0/24,2015-02-23,unconfirmed,1,f,f,5000
m2,2016-08-01,5.58.49.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-02,5.58.49.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-01,5.58.52.0/24,2015-03-02,email-clicked,1,f,f,19500
c1,2015-08-17,5.61.237.0/24,2015-02-23,unconfirmed,1,f,f,5000
m1,2016-12-01,5.61.237.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-12-01,5.61.237.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-12-01,5.61.237.0/24,2015-03-02,email-clicked,1,f,t,19500
c1,2015-08-10,5.61.237.0/24,2015-02-23,unconfirmed,1,f,f,5000
c1,2015-09-25,5.61.237.0/24,2015-02-23,unconfirmed,1,f,f,5000
c1,2015-08-17,5.61.237.0/24,2015-02-23,unconfirmed,1,f,f,5000
b1,2016-05-19,5.61.237.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2016-05-19,5.61.237.0/24,2015-03-02,unconfirmed,1,f,f,8000
c1,2015-11-14,5.61.237.0/24,2015-02-23,unconfirmed,1,f,f,5000
c1,2016-03-09,5.61.237.0/24,2015-02-23,unconfirmed,1,f,f,5000
g1,2015-12-16,5.61.237.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2015-12-16,5.61.237.0/24,2015-03-02,unconfirmed,1,f,t,17000
g1,2015-12-16,5.61.237.0/24,2015-03-02,unconfirmed,1,f,t,17000
m2,2016-08-25,5.62.152.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-20,5.63.106.0/24,2015-03-02,email-clicked,1,f,f,19500
i2,2016-09-16,58.16.198.0/24,2015-02-16,unconfirmed,1,f,f,7000
r1,2016-10-30,58.176.71.0/24,2015-03-02,email-clicked,2,f,f,22000
i1,2016-03-25,58.186.170.0/24,2015-02-23,unconfirmed,1,f,f,7000
i2,2016-08-25,58.187.174.0/24,2015-02-16,unconfirmed,1,f,f,7000
m2,2016-10-18,58.210.134.0/24,2015-03-02,email-clicked,1,f,f,19500
f1,2016-11-29,58.22.64.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-12-05,58.22.65.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-11-19,58.22.65.0/24,2015-03-02,email-clicked,1,f,f,18000
m1,2017-01-12,58.229.240.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,58.242.102.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-10-20,58.58.26.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-21,58.58.26.0/24,2015-03-02,email-clicked,1,f,f,19500
b1,2016-06-19,59.188.30.0/24,2015-03-02,unconfirmed,1,f,f,8000
m1,2017-01-12,59.25.97.0/24,2015-03-02,email-clicked,1,f,f,19500
n1,2016-09-25,59.58.251.0/24,2015-03-02,unconfirmed,1,f,f,11000
n1,2016-09-27,59.58.251.0/24,2015-03-02,unconfirmed,1,f,f,11000
i2,2016-09-08,59.91.143.0/24,2015-02-16,unconfirmed,1,f,f,7000
i2,2016-08-17,59.92.105.0/24,2015-02-16,unconfirmed,1,f,f,7000
g1,2016-02-04,59.95.205.0/24,2015-03-02,unconfirmed,1,f,f,17000
n1,2016-05-18,60.166.255.0/24,2015-03-02,unconfirmed,1,f,f,11000
e1,2016-05-18,60.172.108.0/24,2015-03-02,email-clicked,1,f,f,15500
f1,2016-05-18,60.172.108.0/24,2015-03-02,email-clicked,1,f,f,18000
d3,2016-10-15,60.173.16.0/24,2015-12-07,email-clicked,1,f,f,20000
m1,2017-01-12,60.22.73.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-22,60.50.12.0/24,2015-03-02,unconfirmed,1,f,f,17000
i1,2016-08-02,60.50.67.0/24,2015-02-23,unconfirmed,1,f,f,7000
q1,2016-09-04,60.52.52.0/24,2015-03-02,unconfirmed,1,f,f,21500
l1,2017-01-03,60.53.41.0/24,2015-03-02,unconfirmed,1,f,f,10500
h1,2016-08-31,61.106.188.0/24,2015-11-23,email-clicked,1,f,f,17000
r2,2016-10-31,61.1.129.0/24,2016-01-18,email-clicked,2,f,f,22000
m1,2017-01-21,61.128.175.0/24,2015-03-02,email-clicked,1,f,f,19500
i2,2016-07-24,61.3.136.0/24,2015-02-16,unconfirmed,1,f,f,7000
m1,2016-08-12,61.91.169.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-08-12,61.91.169.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-21,61.91.183.0/24,2015-03-02,email-clicked,1,f,f,19500
c1,2016-01-27,62.108.210.0/24,2015-02-23,unconfirmed,1,f,f,5000
c1,2016-01-29,62.108.210.0/24,2015-02-23,unconfirmed,1,f,f,5000
m2,2016-08-31,62.151.179.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2017-01-11,62.182.223.0/24,2015-03-02,unconfirmed,1,f,f,17000
f1,2016-11-05,62.201.112.0/24,2015-03-02,email-clicked,1,f,f,18000
m2,2016-08-22,62.201.219.0/24,2015-03-02,email-clicked,1,f,f,19500
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,f,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,f,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,f,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,f,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,f,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,f,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
r2,2016-09-25,62.210.142.0/24,2016-01-18,email-clicked,2,f,t,22000
m2,2016-03-30,62.33.84.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-03-30,62.33.84.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-03-30,62.33.84.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-03-30,62.33.84.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-27,63.141.198.0/24,2015-03-02,email-clicked,1,f,f,19500
b1,2016-07-28,63.247.137.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2016-07-28,63.247.137.0/24,2015-03-02,unconfirmed,1,f,t,8000
m1,2016-09-22,64.130.179.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-07-30,64.184.176.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-01,64.201.86.0/24,2015-03-02,email-clicked,1,f,f,19500
c1,2016-12-19,64.25.207.0/24,2015-02-23,unconfirmed,1,f,f,5000
m1,2016-07-30,64.53.219.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-09-22,66.158.211.0/24,2015-03-02,email-clicked,1,f,f,19500
r2,2016-12-08,66.196.237.0/24,2016-01-18,email-clicked,2,f,f,22000
r2,2016-12-08,66.196.237.0/24,2016-01-18,email-clicked,2,f,f,22000
m1,2017-01-09,66.207.167.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-09-28,66.214.86.0/24,2015-03-02,email-clicked,1,f,f,19500
d3,2016-08-17,66.226.194.0/24,2015-12-07,email-clicked,1,f,f,20000
b1,2016-07-30,66.71.252.0/24,2015-03-02,unconfirmed,1,f,f,8000
m2,2016-09-01,67.176.40.0/24,2015-03-02,email-clicked,1,f,f,19500
b1,2015-08-07,67.185.177.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2015-08-07,67.185.177.0/24,2015-03-02,unconfirmed,1,f,t,8000
f1,2016-11-17,67.197.236.0/24,2015-03-02,email-clicked,1,f,f,18000
g2,2016-12-09,67.197.238.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-19,67.197.249.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-09-01,67.197.250.0/24,2015-03-02,email-clicked,1,f,f,19500
d3,2016-10-17,67.81.30.0/24,2015-12-07,email-clicked,1,f,f,20000
m1,2016-07-30,67.82.194.0/24,2015-03-02,email-clicked,1,f,f,19500
r2,2017-01-25,68.40.56.0/24,2016-01-18,email-clicked,2,f,f,22000
d1,2016-08-23,68.5.116.0/24,2015-03-02,email-clicked,1,f,f,20000
r2,2016-11-07,69.147.136.0/24,2016-01-18,email-clicked,2,f,f,22000
r2,2016-11-07,69.147.136.0/24,2016-01-18,email-clicked,2,f,f,22000
r2,2016-11-07,69.147.136.0/24,2016-01-18,email-clicked,2,f,f,22000
b1,2016-06-26,69.15.120.0/24,2015-03-02,unconfirmed,1,f,f,8000
q2,2016-10-21,69.175.9.0/24,2015-03-02,unconfirmed,1,f,f,21500
q2,2016-10-05,69.195.123.0/24,2015-03-02,unconfirmed,1,f,f,21500
m1,2016-10-05,69.249.253.0/24,2015-03-02,email-clicked,1,f,f,19500
a1,2015-07-14,70.28.5.0/24,2015-01-19,email-clicked,1,f,f,0
m2,2016-08-07,72.173.173.0/24,2015-03-02,email-clicked,1,f,f,19500
q2,2016-11-18,72.250.168.0/24,2015-03-02,unconfirmed,1,f,f,21500
q2,2016-09-25,72.250.241.0/24,2015-03-02,unconfirmed,1,f,f,21500
b1,2016-06-15,72.47.213.0/24,2015-03-02,unconfirmed,1,f,f,8000
g1,2016-11-02,73.179.80.0/24,2015-03-02,unconfirmed,1,f,f,17000
r2,2016-12-27,73.202.254.0/24,2016-01-18,email-clicked,2,f,f,22000
d3,2017-01-02,73.74.26.0/24,2015-12-07,email-clicked,1,f,f,20000
m2,2016-05-30,74.196.157.0/24,2015-03-02,email-clicked,1,f,f,19500
r2,2016-11-07,74.200.89.0/24,2016-01-18,email-clicked,2,f,f,22000
r2,2016-11-07,74.200.89.0/24,2016-01-18,email-clicked,2,f,f,22000
m1,2016-08-05,74.209.4.0/24,2015-03-02,email-clicked,1,f,f,19500
b1,2016-06-21,74.220.207.0/24,2015-03-02,unconfirmed,1,f,f,8000
