account_alias,date_trunc,net,a_reg_week,a_reg_status,n_regs,improper_format,probable_duplicate,approx_alexa
h2,2016-06-25,177.82.132.0/24,2016-05-16,manual,1,f,f,17000
m2,2016-07-27,177.92.167.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2016-02-04,177.94.234.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-07-21,177.99.43.0/24,2015-02-16,unconfirmed,1,f,f,7000
i2,2016-07-21,177.99.43.0/24,2015-02-16,unconfirmed,1,f,f,7000
m2,2016-08-16,178.120.38.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-16,178.120.38.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-18,178.120.63.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-15,178.120.68.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-19,178.120.9.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-12,178.150.39.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-22,178.151.162.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2016-12-26,178.152.21.0/24,2015-03-02,unconfirmed,1,f,f,17000
d3,2016-10-28,178.168.23.0/24,2015-12-07,email-clicked,1,f,f,20000
m2,2016-08-15,178.185.111.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-15,178.185.111.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-15,178.185.111.0/24,2015-03-02,email-clicked,1,f,f,19500
d3,2017-01-17,178.187.137.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-15,178.187.220.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-13,178.206.175.0/24,2015-12-07,email-clicked,1,f,f,20000
m2,2016-08-22,178.210.21.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-23,178.210.21.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-06-05,178.212.111.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-05-30,178.216.120.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-05-30,178.216.120.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-14,178.217.208.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-14,178.217.208.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-14,178.217.208.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-14,178.217.208.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-06-01,178.218.39.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-11-08,178.23.217.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,178.234.35.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-11-20,178.251.108.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-22,178.252.127.0/24,2015-03-02,unconfirmed,1,f,f,17000
j2,2016-08-13,178.34.247.0/24,2015-03-02,unconfirmed,1,f,f,20000
m1,2016-05-30,178.44.237.0/24,2015-03-02,email-clicked,1,f,f,19500
s1,2016-11-26,178.45.171.0/24,2015-02-23,unconfirmed,1,f,f,6000
m1,2016-09-24,178.46.31.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-05-30,178.54.9.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-24,178.69.165.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-24,178.69.165.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-24,178.69.165.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-24,178.69.165.0/24,2015-03-02,email-clicked,1,f,t,19500
d3,2017-01-17,178.74.76.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-17,178.74.86.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-17,178.74.86.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-01,178.74.89.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-02,178.74.89.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-12,178.74.90.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-13,178.74.90.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-16,178.74.95.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2017-01-16,178.74.95.0/24,2015-12-07,email-clicked,1,f,f,20000
g1,2017-01-04,178.76.231.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-07,178.76.231.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-13,178.76.231.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-14,178.76.231.0/24,2015-03-02,unconfirmed,1,f,f,17000
d3,2017-01-12,178.90.224.0/24,2015-12-07,email-clicked,1,f,f,20000
d3,2016-11-07,178.90.249.0/24,2015-12-07,email-clicked,1,f,f,20000
g1,2017-01-22,178.91.11.0/24,2015-03-02,unconfirmed,1,f,f,17000
d3,2017-01-17,178.91.16.0/24,2015-12-07,email-clicked,1,f,f,20000
r1,2016-10-16,179.111.59.0/24,2015-03-02,email-clicked,2,f,f,22000
m1,2016-12-08,179.159.114.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-14,179.209.38.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-18,179.215.228.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-08-03,179.217.190.0/24,2015-02-16,unconfirmed,1,f,f,7000
g1,2017-01-18,179.218.184.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2016-12-06,179.218.199.0/24,2015-03-02,unconfirmed,1,f,f,17000
d3,2016-12-09,179.232.178.0/24,2015-12-07,email-clicked,1,f,f,20000
g1,2017-01-17,179.234.248.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-20,179.253.35.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-08-13,179.7.122.0/24,2015-02-16,unconfirmed,1,f,f,7000
i2,2016-08-13,179.7.122.0/24,2015-02-16,unconfirmed,1,f,f,7000
e1,2016-11-11,180.123.121.0/24,2015-03-02,email-clicked,1,f,f,15500
f1,2016-11-11,180.123.121.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-11-25,180.125.10.0/24,2015-03-02,email-clicked,1,f,f,18000
r1,2016-10-30,180.190.80.0/24,2015-03-02,email-clicked,2,f,f,22000
b1,2016-06-28,180.241.154.0/24,2015-03-02,unconfirmed,1,f,f,8000
i2,2016-08-29,180.245.115.0/24,2015-02-16,unconfirmed,1,f,f,7000
h1,2016-09-21,180.245.195.0/24,2015-11-23,email-clicked,1,f,f,17000
m1,2016-10-22,180.249.14.0/24,2015-03-02,email-clicked,1,f,f,19500
h1,2016-09-10,180.252.175.0/24,2015-11-23,email-clicked,1,f,f,17000
h2,2016-07-27,180.253.29.0/24,2016-05-16,manual,1,f,f,17000
r1,2016-10-31,181.110.97.0/24,2015-03-02,email-clicked,2,f,f,22000
i1,2017-01-20,181.165.175.0/24,2015-02-23,unconfirmed,1,f,f,7000
i1,2017-01-13,181.165.223.0/24,2015-02-23,unconfirmed,1,f,f,7000
b1,2016-06-23,181.165.89.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2016-09-09,181.199.64.0/24,2015-03-02,unconfirmed,1,f,f,8000
m2,2016-08-18,181.211.113.0/24,2015-03-02,email-clicked,1,f,f,19500
j1,2016-04-04,181.211.115.0/24,2015-03-02,unconfirmed,1,f,f,20000
h2,2016-06-28,181.22.8.0/24,2016-05-16,manual,1,f,f,17000
h1,2016-06-03,181.26.190.0/24,2015-11-23,email-clicked,1,f,f,17000
g1,2016-02-04,181.29.154.0/24,2015-03-02,unconfirmed,1,f,f,17000
h2,2016-06-26,181.45.117.0/24,2016-05-16,manual,1,f,f,17000
r1,2016-10-31,181.49.79.0/24,2015-03-02,email-clicked,2,f,f,22000
i1,2016-09-12,181.58.116.0/24,2015-02-23,unconfirmed,1,f,f,7000
g1,2016-02-04,181.62.198.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-03-29,181.66.181.0/24,2015-02-16,unconfirmed,1,f,f,7000
i1,2016-03-04,181.91.233.0/24,2015-02-23,unconfirmed,1,f,f,7000
r1,2016-10-31,182.185.89.0/24,2015-03-02,email-clicked,2,f,f,22000
p1,2016-08-10,182.203.30.0/24,2015-02-23,possible,2,f,f,1000
p1,2016-08-24,182.203.30.0/24,2015-02-23,possible,2,f,f,1000
g1,2017-01-14,182.253.163.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-09-22,182.253.189.0/24,2015-02-16,unconfirmed,1,f,f,7000
e1,2017-01-03,182.34.23.0/24,2015-03-02,email-clicked,1,f,f,15500
g2,2017-01-10,182.38.179.0/24,2015-03-02,unconfirmed,1,f,f,17000
h2,2016-08-11,182.48.233.0/24,2016-05-16,manual,1,f,f,17000
i1,2016-09-04,182.52.121.0/24,2015-02-23,unconfirmed,1,f,f,7000
f1,2016-11-26,182.71.176.0/24,2015-03-02,email-clicked,1,f,f,18000
r1,2016-12-21,182.71.210.0/24,2015-03-02,email-clicked,2,f,f,22000
r1,2016-12-22,182.71.58.0/24,2015-03-02,email-clicked,2,f,f,22000
m1,2017-01-21,182.73.41.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,182.74.112.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-07,182.74.232.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,182.75.165.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-21,182.75.205.0/24,2015-03-02,email-clicked,1,f,f,19500
f1,2016-11-03,182.99.225.0/24,2015-03-02,email-clicked,1,f,f,18000
m2,2016-08-30,183.113.22.0/24,2015-03-02,email-clicked,1,f,f,19500
f1,2016-11-23,183.188.169.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-12-02,183.188.83.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-12-02,183.188.83.0/24,2015-03-02,email-clicked,1,f,f,18000
m1,2017-01-09,183.195.251.0/24,2015-03-02,email-clicked,1,f,f,19500
i1,2016-10-12,183.88.59.0/24,2015-02-23,unconfirmed,1,f,f,7000
b1,2016-06-23,183.89.176.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2016-06-20,183.99.46.0/24,2015-03-02,unconfirmed,1,f,f,8000
d3,2016-08-09,184.175.140.0/24,2015-12-07,email-clicked,1,f,f,20000
m2,2016-07-21,184.75.220.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-23,185.14.195.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2016-12-16,185.156.173.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2017-01-09,185.18.112.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-21,185.42.60.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2016-07-13,185.46.87.0/24,2015-03-02,unconfirmed,1,f,f,17000
c1,2015-12-17,185.50.11.0/24,2015-02-23,unconfirmed,1,f,f,5000
b1,2016-05-19,185.5.137.0/24,2015-03-02,unconfirmed,1,f,f,8000
m2,2016-08-22,185.54.20.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-18,185.60.149.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-18,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-18,185.60.149.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-18,185.60.149.0/24,2015-03-02,email-clicked,1,f,t,19500
i1,2016-07-22,185.69.5.0/24,2015-02-23,unconfirmed,1,f,f,7000
g1,2017-01-12,185.87.50.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-14,185.87.50.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-14,185.87.50.0/24,2015-03-02,unconfirmed,1,f,t,17000
g1,2017-01-14,185.87.50.0/24,2015-03-02,unconfirmed,1,f,t,17000
m2,2016-08-16,185.90.61.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-25,186.137.188.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,186.139.0.0/24,2015-03-02,email-clicked,1,f,f,19500
h2,2016-09-16,186.15.113.0/24,2016-05-16,manual,1,f,f,17000
b1,2016-09-09,186.155.193.0/24,2015-03-02,unconfirmed,1,f,f,8000
m2,2016-08-31,186.155.19.0/24,2015-03-02,email-clicked,1,f,f,19500
q1,2016-10-04,186.158.251.0/24,2015-03-02,unconfirmed,1,f,f,21500
h2,2016-08-11,186.167.249.0/24,2016-05-16,manual,1,f,f,17000
g1,2016-02-04,186.192.14.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-02-14,186.192.15.0/24,2015-02-16,unconfirmed,1,f,f,7000
g1,2017-01-17,186.206.159.0/24,2015-03-02,unconfirmed,1,f,f,17000
r1,2016-10-31,186.249.216.0/24,2015-03-02,email-clicked,2,f,f,22000
h2,2016-09-17,186.50.192.0/24,2016-05-16,manual,1,f,f,17000
b1,2016-06-20,186.60.78.0/24,2015-03-02,unconfirmed,1,f,f,8000
m1,2016-12-19,186.69.198.0/24,2015-03-02,email-clicked,1,f,f,19500
i2,2016-08-16,186.77.215.0/24,2015-02-16,unconfirmed,1,f,f,7000
q1,2016-10-04,187.158.214.0/24,2015-03-02,unconfirmed,1,f,f,21500
g2,2016-01-11,187.161.104.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2016-12-12,187.17.235.0/24,2015-03-02,email-clicked,1,f,f,19500
i1,2016-09-08,187.186.79.0/24,2015-02-23,unconfirmed,1,f,f,7000
i1,2016-02-18,187.193.76.0/24,2015-02-23,unconfirmed,1,f,f,7000
i2,2016-02-19,187.211.211.0/24,2015-02-16,unconfirmed,1,f,f,7000
g2,2016-11-17,187.21.132.0/24,2015-03-02,unconfirmed,1,f,f,17000
h1,2016-08-04,187.230.73.0/24,2015-11-23,email-clicked,1,f,f,17000
h1,2015-12-02,187.234.139.0/24,2015-11-23,email-clicked,1,f,f,17000
m1,2016-12-19,187.241.120.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2016-12-06,187.3.149.0/24,2015-03-02,unconfirmed,1,f,f,17000
i1,2016-02-11,187.39.232.0/24,2015-02-23,unconfirmed,1,f,f,7000
m1,2017-01-21,187.49.253.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,187.49.253.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-03,187.64.176.0/24,2015-03-02,unconfirmed,1,f,f,17000
b1,2016-06-25,187.64.38.0/24,2015-03-02,unconfirmed,1,f,f,8000
g1,2017-01-18,187.64.68.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2016-12-28,187.66.136.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2016-02-04,187.74.182.0/24,2015-03-02,unconfirmed,1,f,f,17000
c1,2016-03-06,187.86.78.0/24,2015-02-23,unconfirmed,1,f,f,5000
s1,2016-11-25,188.114.6.0/24,2015-02-23,unconfirmed,1,f,f,6000
i2,2016-07-30,188.116.192.0/24,2015-02-16,unconfirmed,1,f,f,7000
g1,2017-01-05,188.120.251.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-09-06,188.162.169.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-06,188.162.169.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-06,188.162.169.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-16,188.162.36.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-20,188.162.40.0/24,2015-03-02,email-clicked,1,f,f,19500
f1,2016-11-18,188.163.71.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-11-18,188.163.71.0/24,2015-03-02,email-clicked,1,f,t,18000
m2,2016-09-06,188.163.98.0/24,2015-03-02,email-clicked,1,f,f,19500
b1,2015-09-08,188.165.20.0/24,2015-03-02,unconfirmed,1,f,f,8000
j2,2016-08-13,188.17.14.0/24,2015-03-02,unconfirmed,1,f,f,20000
m2,2016-08-15,188.190.66.0/24,2015-03-02,email-clicked,1,f,f,19500
d3,2017-01-17,188.193.7.0/24,2015-12-07,email-clicked,1,f,f,20000
m1,2017-01-28,188.2.212.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-13,188.227.45.0/24,2015-03-02,unconfirmed,1,f,f,17000
c1,2016-03-10,188.230.61.0/24,2015-02-23,unconfirmed,1,f,f,5000
d3,2016-10-18,188.232.208.0/24,2015-12-07,email-clicked,1,f,f,20000
m2,2016-08-13,188.237.140.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,188.237.140.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-13,188.237.140.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,188.237.140.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-24,188.239.7.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-02,188.239.7.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-29,188.252.221.0/24,2015-03-02,email-clicked,1,f,f,19500
r1,2016-11-30,188.254.110.0/24,2015-03-02,email-clicked,2,f,f,22000
r2,2016-11-30,188.254.110.0/24,2016-01-18,email-clicked,2,f,f,22000
m2,2016-08-14,188.254.126.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-12-30,188.255.234.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2016-02-04,188.53.77.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-18,188.68.141.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-18,188.68.141.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-18,188.68.143.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-18,188.68.143.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-18,188.68.19.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-18,188.68.19.0/24,2015-03-02,email-clicked,1,f,f,19500
f1,2016-11-22,189.100.180.0/24,2015-03-02,email-clicked,1,f,f,18000
r1,2016-10-30,189.101.2.0/24,2015-03-02,email-clicked,2,f,f,22000
f1,2016-11-14,189.102.221.0/24,2015-03-02,email-clicked,1,f,f,18000
g1,2017-01-08,189.120.10.0/24,2015-03-02,unconfirmed,1,f,f,17000
g2,2017-01-26,189.122.129.0/24,2015-03-02,unconfirmed,1,f,f,17000
f1,2016-12-03,189.122.21.0/24,2015-03-02,email-clicked,1,f,f,18000
g1,2017-01-18,189.123.170.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-08-17,189.12.35.0/24,2015-02-16,unconfirmed,1,f,f,7000
i2,2016-08-17,189.12.35.0/24,2015-02-16,unconfirmed,1,f,f,7000
b1,2016-07-28,189.12.61.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2016-07-15,189.146.76.0/24,2015-03-02,unconfirmed,1,f,f,8000
r2,2016-12-01,189.157.102.0/24,2016-01-18,email-clicked,2,f,f,22000
r2,2016-10-30,189.161.17.0/24,2016-01-18,email-clicked,2,f,f,22000
g2,2017-01-31,189.164.42.0/24,2015-03-02,unconfirmed,1,f,f,17000
i1,2016-07-17,189.179.110.0/24,2015-02-23,unconfirmed,1,f,f,7000
m2,2016-09-01,189.218.65.0/24,2015-03-02,email-clicked,1,f,f,19500
f1,2016-11-22,189.219.190.0/24,2015-03-02,email-clicked,1,f,f,18000
m2,2016-08-31,189.219.93.0/24,2015-03-02,email-clicked,1,f,f,19500
r2,2016-10-31,189.225.227.0/24,2016-01-18,email-clicked,2,f,f,22000
r1,2016-10-30,189.24.167.0/24,2015-03-02,email-clicked,2,f,f,22000
g1,2017-01-15,189.33.177.0/24,2015-03-02,unconfirmed,1,f,f,17000
h1,2016-09-02,189.48.188.0/24,2015-11-23,email-clicked,1,f,f,17000
i1,2016-07-22,189.51.146.0/24,2015-02-23,unconfirmed,1,f,f,7000
h1,2016-08-05,189.58.89.0/24,2015-11-23,email-clicked,1,f,f,17000
d3,2016-12-09,189.60.135.0/24,2015-12-07,email-clicked,1,f,f,20000
f1,2016-11-30,189.61.0.0/24,2015-03-02,email-clicked,1,f,f,18000
g1,2017-01-20,189.7.199.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2017-01-21,190.115.0.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-12-12,190.134.113.0/24,2015-03-02,email-clicked,1,f,f,19500
i2,2016-09-11,190.151.61.0/24,2015-02-16,unconfirmed,1,f,f,7000
h2,2016-09-21,190.154.14.0/24,2016-05-16,manual,1,f,f,17000
i2,2016-08-27,190.177.147.0/24,2015-02-16,unconfirmed,1,f,f,7000
h2,2016-06-26,190.177.84.0/24,2016-05-16,manual,1,f,f,17000
b1,2016-06-15,190.198.2.0/24,2015-03-02,unconfirmed,1,f,f,8000
i2,2016-08-10,190.199.151.0/24,2015-02-16,unconfirmed,1,f,f,7000
i1,2016-06-28,190.232.70.0/24,2015-02-23,unconfirmed,1,f,f,7000
g2,2016-03-26,190.235.164.0/24,2015-03-02,unconfirmed,1,f,f,17000
i1,2016-03-14,190.235.25.0/24,2015-02-23,unconfirmed,1,f,f,7000
i1,2016-02-12,190.24.212.0/24,2015-02-23,unconfirmed,1,f,f,7000
h1,2015-12-03,190.30.92.0/24,2015-11-23,email-clicked,1,f,f,17000
h2,2016-07-18,190.4.15.0/24,2016-05-16,manual,1,f,f,17000
g1,2016-03-16,190.6.167.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2016-03-21,190.73.239.0/24,2015-03-02,unconfirmed,1,f,f,17000
q1,2016-09-18,190.87.193.0/24,2015-03-02,unconfirmed,1,f,f,21500
h1,2016-09-13,190.9.203.0/24,2015-11-23,email-clicked,1,f,f,17000
g1,2016-03-21,190.95.125.0/24,2015-03-02,unconfirmed,1,f,f,17000
f1,2016-11-27,191.101.57.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-11-27,191.101.57.0/24,2015-03-02,email-clicked,1,f,t,18000
i1,2017-01-05,191.109.151.0/24,2015-02-23,unconfirmed,1,f,f,7000
g2,2016-12-13,191.178.64.0/24,2015-03-02,unconfirmed,1,f,f,17000
r2,2017-01-25,191.178.64.0/24,2016-01-18,email-clicked,2,f,f,22000
g1,2017-01-19,191.180.68.0/24,2015-03-02,unconfirmed,1,f,f,17000
d3,2017-01-11,191.181.74.0/24,2015-12-07,email-clicked,1,f,f,20000
i1,2016-10-01,191.191.101.0/24,2015-02-23,unconfirmed,1,f,f,7000
h1,2016-09-04,191.247.239.0/24,2015-11-23,email-clicked,1,f,f,17000
c1,2016-02-27,191.5.81.0/24,2015-02-23,unconfirmed,1,f,f,5000
i1,2016-07-25,191.85.26.0/24,2015-02-23,unconfirmed,1,f,f,7000
m2,2016-08-18,192.240.96.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2016-08-10,192.69.182.0/24,2015-03-02,unconfirmed,1,f,f,17000
c1,2016-02-03,193.0.206.0/24,2015-02-23,unconfirmed,1,f,f,5000
c1,2016-11-17,193.176.251.0/24,2015-02-23,unconfirmed,1,f,f,5000
m1,2017-01-31,193.188.94.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-21,194.12.76.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-30,194.42.113.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,194.42.113.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-20,194.50.9.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-20,194.50.9.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-20,194.67.210.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,194.67.210.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-30,194.67.210.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-31,194.67.210.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-31,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-31,194.67.210.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-31,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-31,194.67.210.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-31,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-09-01,194.67.210.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-01,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-09-05,194.67.210.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-05,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-09-05,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-09-05,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-09-06,194.67.210.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-06,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-09-06,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-09-06,194.67.210.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-12,195.128.127.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2016-12-03,195.2.253.0/24,2015-03-02,unconfirmed,1,f,f,17000
g2,2016-12-03,195.2.253.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-21,195.46.27.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,195.46.27.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,195.46.27.0/24,2015-03-02,email-clicked,1,f,f,19500
